Term,DF,IDF_BM25,Max_TF,Max_BM25_Score
diverg,38,3.5943,6,7.1411
typic,38,3.5943,2,4.7094
magnet,39,3.5686,6,8.0148
briefli,39,3.5686,2,4.9185
ordinari,39,3.5686,4,6.023
larger,39,3.5686,2,4.7904
chemic,39,3.5686,4,6.8645
allow,39,3.5686,3,6.3061
weight,39,3.5686,6,7.2406
helium,39,3.5686,6,7.6866
moder,39,3.5686,3,6.2142
end,39,3.5686,7,8.2127
center,39,3.5686,6,7.5062
simpli,39,3.5686,4,6.8763
permit,39,3.5686,2,4.9005
sphere,39,3.5686,6,8.0909
strain,39,3.5686,6,8.7367
appreci,39,3.5686,2,6.2238
proport,39,3.5686,2,6.411
short,40,3.5436,3,6.8007
expect,40,3.5436,2,4.9953
far,40,3.5436,2,5.7993
dissoci,40,3.5436,7,7.6099
togeth,40,3.5436,2,6.3423
partial,40,3.5436,2,6.6932
diffus,40,3.5436,7,7.9002
entri,40,3.5436,7,7.4716
survey,40,3.5436,3,6.6668
aris,40,3.5436,3,6.2718
fifteen,40,3.5436,3,5.3857
mathemat,40,3.5436,2,6.3661
latter,41,3.5192,2,5.0202
mani,41,3.5192,3,4.768
actual,41,3.5192,2,4.4642
substanti,41,3.5192,2,5.143
treatment,41,3.5192,2,5.4602
contain,41,3.5192,2,5.5687
size,41,3.5192,5,6.826
upper,41,3.5192,3,6.6272
construct,41,3.5192,2,5.8597
basic,41,3.5192,7,7.5345
solid,41,3.5192,4,7.5365
classic,41,3.5192,3,6.328
demonstr,41,3.5192,2,4.7145
great,41,3.5192,2,5.7792
averag,41,3.5192,3,6.1154
cent,41,3.5192,2,4.5209
chord,42,3.4954,14,8.2416
wedg,42,3.4954,5,7.2109
fix,42,3.4954,12,7.7967
whose,42,3.4954,2,6.0085
span,42,3.4954,8,7.681
outer,42,3.4954,4,6.7314
success,42,3.4954,2,5.5865
asymptot,42,3.4954,4,6.5248
level,43,3.4722,4,6.5905
rise,43,3.4722,5,6.3825
minimum,43,3.4722,3,6.3817
amount,43,3.4722,4,5.8838
inject,43,3.4722,9,8.3378
restrict,43,3.4722,2,4.8517
nonlinear,43,3.4722,4,7.7846
damp,43,3.4722,10,7.7256
vertic,43,3.4722,5,7.3063
entir,44,3.4495,2,5.3869
improv,44,3.4495,4,7.3705
electr,44,3.4495,5,7.4127
newtonian,44,3.4495,7,7.2306
appropri,44,3.4495,3,5.2425
accord,44,3.4495,2,5.6068
intern,44,3.4495,8,8.0227
inform,44,3.4495,3,6.1051
panel,45,3.4272,15,8.7589
sixti,45,3.4272,3,6.1625
suitabl,45,3.4272,3,5.6088
affect,45,3.4272,3,4.8744
trail,45,3.4272,12,8.3386
equival,45,3.4272,4,6.4697
neglect,45,3.4272,4,6.3538
across,45,3.4272,2,4.3707
altitud,45,3.4272,7,7.3375
convect,45,3.4272,6,7.6344
rotat,45,3.4272,6,7.5406
govern,45,3.4272,2,6.3234
strong,46,3.4055,3,6.7128
interfer,46,3.4055,7,8.0652
unsteadi,46,3.4055,7,7.8216
later,46,3.4055,3,7.0217
conclud,46,3.4055,2,4.5367
mechan,46,3.4055,9,7.4309
propos,46,3.4055,4,6.0353
wake,46,3.4055,10,7.744
forward,47,3.3842,7,6.7689
suffici,47,3.3842,2,5.0069
converg,47,3.3842,4,7.9804
deform,47,3.3842,6,7.0871
even,48,3.3634,2,5.6002
defin,48,3.3634,3,5.7402
curvatur,48,3.3634,5,7.3601
origin,48,3.3634,3,5.8445
featur,49,3.343,2,5.0236
sinc,49,3.343,2,5.0079
satisfactori,49,3.343,2,4.9922
must,49,3.343,3,6.2788
make,50,3.323,2,4.4481
establish,50,3.323,3,6.5682
axi,50,3.323,4,6.654
geometri,50,3.323,2,5.5137
remain,50,3.323,2,4.6028
half,50,3.323,7,7.1693
longitudin,50,3.323,5,6.4776
generat,51,3.3034,5,5.8808
radius,51,3.3034,4,7.0742
scale,51,3.3034,8,7.3349
pattern,51,3.3034,3,6.1904
wide,51,3.3034,2,4.7981
concept,52,3.2841,3,6.9106
formul,52,3.2841,3,4.9981
review,52,3.2841,4,6.894
vortic,52,3.2841,7,7.4151
slight,52,3.2841,3,5.6637
becom,52,3.2841,2,4.9352
conclus,53,3.2653,2,5.8006
law,53,3.2653,6,7.3207
axisymmetr,53,3.2653,4,6.7715
sharp,53,3.2653,4,6.3009
analog,53,3.2653,4,6.9459
mix,54,3.2467,8,7.8547
degre,54,3.2467,6,7.1217
squar,55,3.2286,3,5.8219
rectangular,55,3.2286,4,6.1555
sonic,55,3.2286,4,6.6175
around,55,3.2286,3,5.7763
cover,55,3.2286,2,5.1773
natur,55,3.2286,2,6.1466
reduct,55,3.2286,4,5.8967
independ,55,3.2286,2,4.7766
momentum,56,3.2107,3,5.5371
flutter,56,3.2107,13,7.8214
frequenc,56,3.2107,11,7.7647
continu,56,3.2107,5,6.1126
equal,56,3.2107,2,4.7065
vibrat,56,3.2107,9,7.8146
portion,56,3.2107,5,6.3992
oscil,58,3.1759,6,7.0856
research,58,3.1759,5,5.8289
potenti,58,3.1759,5,6.8004
area,59,3.159,10,7.0808
move,59,3.159,4,6.1205
agre,59,3.159,3,4.4694
necessari,59,3.159,2,4.9657
incid,59,3.159,5,6.3656
taken,59,3.159,2,4.9821
simplifi,59,3.159,2,5.851
disturb,59,3.159,6,6.7049
manner,59,3.159,2,4.6306
long,60,3.1423,3,6.177
essenti,60,3.1423,2,4.5094
forti,60,3.1423,7,7.4
mode,60,3.1423,8,6.7901
control,61,3.1259,8,7.2563
behavior,61,3.1259,3,5.2413
final,61,3.1259,3,5.2642
transvers,61,3.1259,7,6.4529
compon,62,3.1098,3,5.7952
although,62,3.1098,2,4.358
singl,62,3.1098,2,5.629
could,62,3.1098,2,4.6151
analyz,62,3.1098,2,5.0719
examin,63,3.0939,2,4.8003
transon,63,3.0939,6,6.6705
specif,63,3.0939,4,5.5772
usual,63,3.0939,1,4.2398
non,63,3.0939,3,5.9195
viscos,63,3.0939,4,6.0932
transform,63,3.0939,6,7.1588
downstream,63,3.0939,4,6.2357
prandtl,63,3.0939,5,5.8957
except,63,3.0939,3,6.627
physic,64,3.0783,3,5.6054
would,64,3.0783,3,4.8389
introduc,64,3.0783,2,4.3948
strength,64,3.0783,7,6.3837
take,65,3.0629,3,5.6346
percent,65,3.0629,11,6.4879
cool,65,3.0629,10,7.2292
interest,65,3.0629,3,5.7527
concern,65,3.0629,2,5.4009
vehicl,65,3.0629,10,7.0377
much,66,3.0477,3,5.3989
pitch,66,3.0477,6,5.9724
conic,66,3.0477,6,7.1794
airfoil,66,3.0477,10,7.4036
parallel,67,3.0328,3,5.5741
rapid,67,3.0328,4,5.2106
set,67,3.0328,3,5.4484
oper,67,3.0328,5,5.8054
presenc,68,3.0181,3,5.6559
associ,68,3.0181,4,5.9074
behind,68,3.0181,6,6.2668
basi,68,3.0181,3,5.0471
greater,68,3.0181,3,4.9546
bend,69,3.0036,5,6.8465
materi,69,3.0036,7,6.5736
caus,70,2.9893,2,4.6683
employ,70,2.9893,4,4.9601
support,70,2.9893,5,6.8293
valid,70,2.9893,6,5.9064
evalu,70,2.9893,3,4.7459
cross,70,2.9893,5,6.5334
aircraft,71,2.9752,9,7.2252
mass,71,2.9752,5,5.9828
refer,71,2.9752,5,6.0975
tube,71,2.9752,9,7.3263
either,71,2.9752,2,5.3051
illustr,72,2.9614,3,4.6096
reason,72,2.9614,3,4.7015
line,72,2.9614,4,5.6236
state,72,2.9614,4,5.9175
correct,72,2.9614,3,5.8373
magnitud,73,2.9477,3,4.711
induc,73,2.9477,4,5.8172
suggest,73,2.9477,2,4.995
process,73,2.9477,4,5.2728
extern,74,2.9341,5,6.183
yield,74,2.9341,3,5.7052
upon,74,2.9341,3,5.7363
carri,75,2.9208,2,4.1452
accuraci,75,2.9208,5,5.6653
special,75,2.9208,3,5.401
critic,75,2.9208,7,6.2533
accur,75,2.9208,3,4.5849
purpos,76,2.9077,2,4.5707
modifi,76,2.9077,4,4.8246
expans,76,2.9077,10,6.898
without,76,2.9077,3,5.0711
main,76,2.9077,4,5.1763
aspect,76,2.9077,7,6.3862
lower,76,2.9077,3,5.4755
displac,76,2.9077,9,6.7196
thus,77,2.8947,4,4.6397
follow,77,2.8947,2,4.9402
consist,77,2.8947,4,5.1614
atmospher,77,2.8947,5,6.3997
revolut,77,2.8947,4,5.9078
produc,78,2.8818,4,5.2344
extens,78,2.8818,4,5.6407
new,78,2.8818,7,6.3654
fifti,78,2.8818,6,5.9653
treat,79,2.8692,3,4.7318
inviscid,79,2.8692,5,5.5382
dynam,79,2.8692,7,6.4655
nozzl,80,2.8567,10,7.2146
diamet,80,2.8567,8,6.1363
locat,80,2.8567,7,5.9967
factor,80,2.8567,5,5.9052
configur,81,2.8443,5,6.2702
avail,81,2.8443,4,5.4886
perform,81,2.8443,6,6.928
less,82,2.8321,3,4.4667
thirti,82,2.8321,3,5.0125
solv,82,2.8321,4,5.4572
account,82,2.8321,2,4.0677
elast,82,2.8321,7,6.5861
equilibrium,82,2.8321,7,6.4604
per,82,2.8321,4,5.6358
past,83,2.8201,4,6.1777
finit,83,2.8201,5,6.1042
posit,83,2.8201,4,5.1507
symmetr,84,2.8082,6,6.2749
system,84,2.8082,5,6.4032
correl,85,2.7964,11,6.2336
seri,85,2.7964,6,5.9167
variabl,85,2.7964,3,5.2404
infinit,87,2.7733,3,5.0776
arbitrari,87,2.7733,3,5.2363
total,87,2.7733,4,5.0199
deflect,87,2.7733,7,6.3348
complet,87,2.7733,4,5.1971
author,88,2.7619,5,5.6604
friction,88,2.7619,12,6.3085
procedur,88,2.7619,4,5.4733
densiti,88,2.7619,6,5.949
known,89,2.7507,4,5.638
decreas,89,2.7507,5,5.2866
thousand,89,2.7507,4,5.1318
thermal,90,2.7396,7,6.1761
interact,90,2.7396,10,6.5843
respect,91,2.7286,2,4.5751
signific,91,2.7286,2,4.9019
extend,91,2.7286,3,4.7057
power,92,2.7177,7,5.8037
recent,92,2.7177,4,5.705
transit,93,2.707,19,6.523
moment,95,2.6858,6,5.6797
appear,95,2.6858,3,4.1944
skin,95,2.6858,12,6.4857
static,95,2.6858,9,6.5594
jet,96,2.6754,23,7.0719
close,96,2.6754,3,4.7511
slender,96,2.6754,7,6.0046
addit,96,2.6754,5,5.6477
approach,96,2.6754,4,5.4381
plane,96,2.6754,5,5.7166
observ,97,2.6651,4,4.6627
repres,97,2.6651,3,4.9665
subject,98,2.6549,3,5.0796
energi,99,2.6448,6,5.288
cylindr,99,2.6448,5,5.5276
shear,99,2.6448,13,6.1945
techniqu,99,2.6448,4,5.5981
practic,100,2.6348,3,4.2972
involv,101,2.6249,6,4.8458
influenc,101,2.6249,4,5.4741
length,102,2.6151,13,5.8017
formula,102,2.6151,5,5.8294
report,103,2.6054,3,4.5109
differenti,105,2.5862,5,4.8848
estim,105,2.5862,5,5.3554
previous,105,2.5862,2,4.247
detail,105,2.5862,3,5.0424
steadi,106,2.5768,9,5.9422
shell,106,2.5768,10,6.3648
twenti,106,2.5768,5,4.917
higher,106,2.5768,3,4.2205
analyt,106,2.5768,6,4.8128
structur,107,2.5675,8,5.913
within,107,2.5675,2,3.6624
assumpt,108,2.5582,5,4.688
initi,109,2.549,6,5.8885
profil,110,2.5399,7,5.7653
second,110,2.5399,6,5.3903
import,110,2.5399,3,4.5289
howev,110,2.5399,4,4.4275
part,111,2.5309,8,5.5172
combin,111,2.5309,7,6.1329
gradient,111,2.5309,7,5.5262
properti,111,2.5309,4,5.2438
nose,111,2.5309,9,6.0181
correspond,112,2.522,5,4.9807
work,113,2.5131,3,4.6956
subson,113,2.5131,6,5.5053
attack,114,2.5044,9,5.769
maximum,115,2.4957,11,6.0041
distanc,116,2.4871,7,5.3916
exact,116,2.4871,3,4.5989
exist,117,2.4785,6,5.4117
note,118,2.47,4,4.8746
cone,119,2.4616,15,5.8959
certain,120,2.4533,3,5.1024
motion,120,2.4533,6,5.7028
stabil,120,2.4533,8,5.2998
chang,122,2.4368,7,5.1642
viscous,122,2.4368,11,5.2461
provid,123,2.4287,3,4.0614
curv,123,2.4287,8,5.4324
occur,123,2.4287,4,4.6099
comput,124,2.4206,7,5.1495
depend,125,2.4126,3,4.5794
local,125,2.4126,5,4.8355
buckl,127,2.3968,10,5.6554
wind,127,2.3968,5,5.1974
normal,129,2.3813,6,4.6728
reduc,131,2.3659,4,4.7979
near,131,2.3659,8,4.5563
sever,132,2.3584,4,4.6446
incompress,132,2.3584,4,4.8626
ten,133,2.3508,6,4.6595
particular,134,2.3434,3,3.8748
stagnat,134,2.3434,5,4.9121
express,134,2.3434,5,4.4162
nine,134,2.3434,6,4.6948
gas,135,2.336,9,5.3062
flight,135,2.336,8,5.1954
thin,136,2.3286,5,5.3403
limit,136,2.3286,4,4.5034
good,136,2.3286,3,3.7624
along,137,2.3213,5,4.4082
exampl,137,2.3213,3,3.735
seven,138,2.3141,17,5.9616
drag,138,2.3141,14,5.7393
circular,139,2.3069,7,5.2086
comparison,140,2.2997,4,4.1248
blunt,140,2.2997,8,5.4012
variat,141,2.2926,5,4.8127
due,143,2.2786,5,4.8906
give,144,2.2717,3,4.081
vari,144,2.2717,5,4.568
design,144,2.2717,8,5.076
rate,145,2.2648,10,5.0331
turbul,145,2.2648,11,5.477
requir,146,2.2579,5,5.0052
axial,147,2.2511,6,4.9152
integr,147,2.2511,5,5.1135
uniform,148,2.2444,4,4.8217
mean,150,2.231,9,5.0956
separ,151,2.2244,12,5.3744
similar,151,2.2244,7,5.0533
direct,151,2.2244,7,4.4758
time,152,2.2178,5,4.8371
experi,152,2.2178,5,4.4699
stress,154,2.2047,10,5.5418
describ,154,2.2047,3,4.1518
low,154,2.2047,7,4.853
possibl,154,2.2047,5,4.1316
eight,154,2.2047,5,4.7896
paramet,155,2.1983,5,4.6242
conduct,158,2.1792,6,4.5569
term,158,2.1792,4,4.2955
assum,158,2.1792,3,4.3554
consider,159,2.1729,3,3.4184
lift,159,2.1729,12,5.2644
fluid,160,2.1666,5,4.9743
various,162,2.1543,3,4.6282
linear,163,2.1481,5,4.6079
well,167,2.124,4,4.1867
field,168,2.118,7,4.8579
section,169,2.1121,7,4.7339
forc,169,2.1121,11,4.9134
hyperson,170,2.1062,6,4.626
first,171,2.1004,5,4.2235
region,173,2.0888,6,4.5677
lead,174,2.083,10,4.7239
hundr,175,2.0773,12,5.0244
six,177,2.066,6,4.43
model,177,2.066,14,5.1622
cylind,178,2.0604,9,5.0184
aerodynam,179,2.0548,9,4.513
tunnel,180,2.0492,8,4.6368
agreement,181,2.0437,4,3.912
thick,184,2.0273,9,4.6852
air,184,2.0273,9,4.8573
characterist,184,2.0273,6,4.0167
simpl,184,2.0273,5,4.2659
constant,184,2.0273,6,4.5452
flat,187,2.0112,5,4.0308
type,187,2.0112,6,4.1468
edg,188,2.0058,10,4.9833
function,188,2.0058,10,4.8847
wall,191,1.9901,9,4.7939
differ,192,1.9848,4,4.2642
shape,193,1.9797,8,4.6324
predict,193,1.9797,8,4.2973
order,197,1.9592,9,4.5375
compress,199,1.9491,5,4.2993
reynold,199,1.9491,10,4.7169
load,200,1.9441,14,4.8943
paper,200,1.9441,4,3.8428
numer,200,1.9441,5,4.0317
show,201,1.9392,4,3.6905
appli,204,1.9244,3,3.5505
four,205,1.9195,7,4.251
transfer,208,1.905,10,4.4531
increas,209,1.9002,8,4.3464
wave,210,1.8955,13,4.943
larg,211,1.8907,4,3.818
angl,212,1.886,15,4.7859
deriv,213,1.8813,16,4.646
indic,214,1.8766,3,3.1801
data,217,1.8627,7,4.1216
free,218,1.8582,8,4.0892
applic,219,1.8536,5,3.844
coeffici,224,1.8311,6,3.9478
includ,224,1.8311,4,3.4481
wing,226,1.8222,19,4.5716
plate,227,1.8178,11,4.5295
base,230,1.8047,12,4.475
relat,231,1.8004,4,3.8555
may,232,1.7961,5,3.6496
laminar,234,1.7875,6,4.0004
theoret,235,1.7832,4,3.7304
dimension,237,1.7748,8,4.083
small,239,1.7664,8,3.7986
studi,239,1.7664,4,3.4594
form,239,1.7664,6,4.0553
shock,240,1.7622,24,4.3432
stream,241,1.7581,8,3.8884
compar,247,1.7335,3,3.1861
five,248,1.7295,11,4.1082
consid,249,1.7255,4,3.3431
high,251,1.7175,6,3.6054
measur,252,1.7135,8,3.627
develop,264,1.6671,5,3.6481
temperatur,268,1.6521,10,3.9672
superson,270,1.6447,9,3.7805
discuss,271,1.641,5,3.286
test,274,1.63,8,3.7964
analysi,278,1.6155,5,3.3988
shown,285,1.5907,5,3.1328
general,292,1.5665,7,3.5929
speed,292,1.5665,11,3.9519
bodi,293,1.5631,19,3.9766
ratio,296,1.5529,12,3.8245
rang,298,1.5462,6,3.3863
determin,299,1.5428,5,3.2171
zero,303,1.5296,30,4.1974
heat,306,1.5197,11,3.8418
also,308,1.5132,4,2.6011
valu,316,1.4876,9,3.629
veloc,317,1.4845,7,3.3678
three,319,1.4782,12,3.4223
found,322,1.4688,6,3.0499
problem,323,1.4657,9,3.5313
calcul,328,1.4504,7,3.3132
surfac,330,1.4443,11,3.6023
condit,335,1.4293,6,3.1311
experiment,339,1.4175,4,2.9179
made,352,1.3799,5,2.6904
investig,361,1.3547,6,2.738
distribut,361,1.3547,10,3.1605
case,365,1.3437,9,3.1356
approxim,378,1.3087,10,2.966
given,387,1.2852,19,3.1069
mach,388,1.2826,12,2.9687
equat,402,1.2472,8,3.0183
solut,407,1.2349,9,3.0075
layer,414,1.2179,18,2.8816
method,455,1.1235,10,2.7108
theori,456,1.1214,16,2.8945
obtain,464,1.104,5,2.2782
boundari,470,1.0911,12,2.586
point,476,1.0785,21,2.8552
present,507,1.0154,5,2.1174
use,513,1.0037,7,2.1738
effect,540,0.9524,8,2.1626
pressur,552,0.9305,15,2.2725
one,561,0.9143,11,2.3111
two,602,0.8439,9,1.8952
number,633,0.7937,13,1.9629
result,692,0.7046,6,1.4865
flow,730,0.6512,14,1.6644
